Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Africa,ZAF,23.073,23.238,23.367,23.433,23.417,23.305,23.097,22.815,22.483,22.113,21.719,21.314,20.908,20.51,20.129,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mozambique,MOZ,43.243,42.751,42.234,41.713,41.203,40.715,40.254,39.816,39.396,38.993,38.607,38.236,37.876,37.52,37.166,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Liberia,LBR,40.213,39.588,38.95,38.309,37.674,37.053,36.451,35.872,35.316,34.789,34.297,33.843,33.426,33.042,32.687,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Canada,CAN,7.1,7,7.1,7.2,7.1,7,7.1,7.1,7.2,7.3,7.4,7.4,7.5,7.7,7.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mexico,MEX,4.792,4.869,4.961,5.06,5.163,5.266,5.369,5.471,5.572,5.67,5.763,5.851,5.933,6.01,6.082,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United States,USA,8.3,8.1,8,8.1,7.9,7.995,8.073,8.102,8.215,8.237,8.44,8.493,8.638,8.678,8.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vietnam,VNM,5.651,5.664,5.686,5.718,5.759,5.81,5.867,5.93,5.994,6.06,6.126,6.19,6.253,6.317,6.38,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,8.074,7.958,7.839,7.72,7.602,7.492,7.393,7.312,7.251,7.212,7.194,7.195,7.21,7.234,7.265,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,6.51,6.81,6.93,7.06,7.08,7.11,7.14,7.15,7.16,7.16,7.11,7.09,7.11,7.13,7.1,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Africa,ZAF,13.994,13.897,13.624,13.206,12.677,12.085,11.483,10.918,10.43,10.044,9.769,9.599,9.498,9.435,9.398,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mozambique,MOZ,14.755,14.436,14.099,13.735,13.336,12.89,12.387,11.832,11.24,10.628,10.025,9.463,8.964,8.544,8.208,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liberia,LBR,12.276,11.637,11.036,10.501,10.044,9.662,9.338,9.046,8.763,8.485,8.213,7.957,7.729,7.538,7.381,..
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,,,,,,,,,,,,,,
Last Updated: 02/16/2022,,,,,,,,,,,,,,,,,,,
